batch_no,ctq_name,feature_name,feature_value,feature_type,target_value
YOG2026050615,双歧杆菌数,菌种类型,HN019,categorical,66647513.6
YOG2026050615,双歧杆菌数,待装罐储存温度,4.3,numeric,66647513.6
YOG2026050615,双歧杆菌数,配料糖添加量,7.8,numeric,66647513.6
YOG2026050615,双歧杆菌数,配料蛋白质含量,3.7,numeric,66647513.6
YOG2026050616,双歧杆菌数,发酵时间,5.9,numeric,56042356.8
YOG2026050616,双歧杆菌数,发酵温度,40.2,numeric,56042356.8
YOG2026050616,双歧杆菌数,菌种类型,BB536,categorical,56042356.8
YOG2026050616,双歧杆菌数,待装罐储存温度,4.8,numeric,56042356.8
YOG2026050616,双歧杆菌数,配料糖添加量,7.0,numeric,56042356.8
YOG2026050616,双歧杆菌数,配料蛋白质含量,3.7,numeric,56042356.8
YOG2026050617,双歧杆菌数,发酵时间,7.2,numeric,61451193.9
YOG2026050617,双歧杆菌数,发酵温度,39.7,numeric,61451193.9
YOG2026050617,双歧杆菌数,菌种类型,BL21,categorical,61451193.9
YOG2026050617,双歧杆菌数,待装罐储存温度,4.6,numeric,61451193.9
YOG2026050617,双歧杆菌数,配料糖添加量,9.6,numeric,61451193.9
YOG2026050617,双歧杆菌数,配料蛋白质含量,3.5,numeric,61451193.9
YOG2026050618,双歧杆菌数,发酵时间,7.1,numeric,74720741.4
YOG2026050618,双歧杆菌数,发酵温度,39.6,numeric,74720741.4
YOG2026050618,双歧杆菌数,菌种类型,Bb-12,categorical,74720741.4
YOG2026050618,双歧杆菌数,待装罐储存温度,3.2,numeric,74720741.4
YOG2026050618,双歧杆菌数,配料糖添加量,8.6,numeric,74720741.4
YOG2026050618,双歧杆菌数,配料蛋白质含量,3.3,numeric,74720741.4
YOG2026050619,双歧杆菌数,发酵时间,7.0,numeric,76538000.0
YOG2026050619,双歧杆菌数,发酵温度,39.6,numeric,76538000.0
YOG2026050619,双歧杆菌数,菌种类型,Bb-12,categorical,76538000.0
YOG2026050619,双歧杆菌数,待装罐储存温度,4.5,numeric,76538000.0
YOG2026050619,双歧杆菌数,配料糖添加量,8.2,numeric,76538000.0
YOG2026050619,双歧杆菌数,配料蛋白质含量,3.7,numeric,76538000.0
YOG2026050620,双歧杆菌数,发酵时间,6.7,numeric,76990877.2
YOG2026050620,双歧杆菌数,发酵温度,39.8,numeric,76990877.2
YOG2026050620,双歧杆菌数,菌种类型,HN019,categorical,76990877.2
YOG2026050620,双歧杆菌数,待装罐储存温度,3.0,numeric,76990877.2
YOG2026050620,双歧杆菌数,配料糖添加量,7.7,numeric,76990877.2
YOG2026050620,双歧杆菌数,配料蛋白质含量,3.6,numeric,76990877.2
YOG2026050701,双歧杆菌数,发酵时间,7.4,numeric,67403084.4
YOG2026050701,双歧杆菌数,发酵温度,39.3,numeric,67403084.4
YOG2026050701,双歧杆菌数,菌种类型,Bb-12,categorical,67403084.4
YOG2026050701,双歧杆菌数,待装罐储存温度,4.9,numeric,67403084.4
YOG2026050701,双歧杆菌数,配料糖添加量,8.9,numeric,67403084.4
YOG2026050701,双歧杆菌数,配料蛋白质含量,3.6,numeric,67403084.4
YOG2026050702,双歧杆菌数,发酵时间,7.9,numeric,71578810.8
YOG2026050702,双歧杆菌数,发酵温度,39.4,numeric,71578810.8
YOG2026050702,双歧杆菌数,菌种类型,HN019,categorical,71578810.8
YOG2026050702,双歧杆菌数,待装罐储存温度,2.8,numeric,71578810.8
YOG2026050702,双歧杆菌数,配料糖添加量,6.8,numeric,71578810.8
YOG2026050702,双歧杆菌数,配料蛋白质含量,3.8,numeric,71578810.8
YOG2026050703,双歧杆菌数,发酵时间,7.3,numeric,66824159.0
YOG2026050703,双歧杆菌数,发酵温度,40.0,numeric,66824159.0
YOG2026050703,双歧杆菌数,菌种类型,BB536,categorical,66824159.0
YOG2026050703,双歧杆菌数,待装罐储存温度,4.3,numeric,66824159.0
YOG2026050703,双歧杆菌数,配料糖添加量,7.2,numeric,66824159.0
YOG2026050703,双歧杆菌数,配料蛋白质含量,4.0,numeric,66824159.0
YOG2026050704,双歧杆菌数,发酵时间,7.1,numeric,70645556.9
YOG2026050704,双歧杆菌数,发酵温度,40.1,numeric,70645556.9
YOG2026050704,双歧杆菌数,菌种类型,HN019,categorical,70645556.9
YOG2026050704,双歧杆菌数,待装罐储存温度,4.7,numeric,70645556.9
YOG2026050704,双歧杆菌数,配料糖添加量,8.3,numeric,70645556.9
YOG2026050704,双歧杆菌数,配料蛋白质含量,3.5,numeric,70645556.9
YOG2026050705,双歧杆菌数,发酵时间,6.6,numeric,64538028.3
YOG2026050705,双歧杆菌数,发酵温度,40.4,numeric,64538028.3
YOG2026050705,双歧杆菌数,菌种类型,HN019,categorical,64538028.3
YOG2026050705,双歧杆菌数,待装罐储存温度,5.9,numeric,64538028.3
YOG2026050705,双歧杆菌数,配料糖添加量,8.9,numeric,64538028.3
YOG2026050705,双歧杆菌数,配料蛋白质含量,3.8,numeric,64538028.3
YOG2026050706,双歧杆菌数,发酵时间,6.7,numeric,65551153.1
YOG2026050706,双歧杆菌数,发酵温度,39.2,numeric,65551153.1
YOG2026050706,双歧杆菌数,菌种类型,BL21,categorical,65551153.1
YOG2026050706,双歧杆菌数,待装罐储存温度,3.9,numeric,65551153.1
YOG2026050706,双歧杆菌数,配料糖添加量,8.0,numeric,65551153.1
YOG2026050706,双歧杆菌数,配料蛋白质含量,3.7,numeric,65551153.1
YOG2026050707,双歧杆菌数,发酵时间,6.2,numeric,59981331.0
YOG2026050707,双歧杆菌数,发酵温度,41.2,numeric,59981331.0
YOG2026050707,双歧杆菌数,菌种类型,HN019,categorical,59981331.0
YOG2026050707,双歧杆菌数,待装罐储存温度,3.8,numeric,59981331.0
YOG2026050707,双歧杆菌数,配料糖添加量,7.7,numeric,59981331.0
YOG2026050707,双歧杆菌数,配料蛋白质含量,3.3,numeric,59981331.0
YOG2026050708,双歧杆菌数,发酵时间,6.2,numeric,63170370.9
YOG2026050708,双歧杆菌数,发酵温度,40.7,numeric,63170370.9
YOG2026050708,双歧杆菌数,菌种类型,Bb-12,categorical,63170370.9
YOG2026050708,双歧杆菌数,待装罐储存温度,4.1,numeric,63170370.9
YOG2026050708,双歧杆菌数,配料糖添加量,7.1,numeric,63170370.9
YOG2026050708,双歧杆菌数,配料蛋白质含量,3.2,numeric,63170370.9
YOG2026050709,双歧杆菌数,发酵时间,6.8,numeric,66909308.0
YOG2026050709,双歧杆菌数,发酵温度,41.3,numeric,66909308.0
YOG2026050709,双歧杆菌数,菌种类型,Bb-12,categorical,66909308.0
YOG2026050709,双歧杆菌数,待装罐储存温度,3.7,numeric,66909308.0
YOG2026050709,双歧杆菌数,配料糖添加量,6.9,numeric,66909308.0
YOG2026050709,双歧杆菌数,配料蛋白质含量,3.5,numeric,66909308.0
YOG2026050710,双歧杆菌数,发酵时间,6.9,numeric,61038343.3
YOG2026050710,双歧杆菌数,发酵温度,38.0,numeric,61038343.3
YOG2026050710,双歧杆菌数,菌种类型,HN019,categorical,61038343.3
YOG2026050710,双歧杆菌数,待装罐储存温度,3.9,numeric,61038343.3
YOG2026050710,双歧杆菌数,配料糖添加量,7.8,numeric,61038343.3
YOG2026050710,双歧杆菌数,配料蛋白质含量,3.6,numeric,61038343.3
YOG2026050711,双歧杆菌数,发酵时间,7.9,numeric,69256514.2
YOG2026050711,双歧杆菌数,发酵温度,40.9,numeric,69256514.2
YOG2026050711,双歧杆菌数,菌种类型,HN019,categorical,69256514.2
YOG2026050711,双歧杆菌数,待装罐储存温度,3.7,numeric,69256514.2
YOG2026050711,双歧杆菌数,配料糖添加量,7.2,numeric,69256514.2
YOG2026050711,双歧杆菌数,配料蛋白质含量,4.0,numeric,69256514.2
YOG2026050712,双歧杆菌数,发酵时间,7.0,numeric,79261500.0
YOG2026050712,双歧杆菌数,发酵温度,40.0,numeric,79261500.0
YOG2026050712,双歧杆菌数,菌种类型,Bb-12,categorical,79261500.0
YOG2026050712,双歧杆菌数,待装罐储存温度,4.0,numeric,79261500.0
YOG2026050712,双歧杆菌数,配料糖添加量,8.1,numeric,79261500.0
YOG2026050712,双歧杆菌数,配料蛋白质含量,3.5,numeric,79261500.0
YOG2026050713,双歧杆菌数,发酵时间,6.7,numeric,72205885.4
YOG2026050713,双歧杆菌数,发酵温度,39.6,numeric,72205885.4
YOG2026050713,双歧杆菌数,菌种类型,Bb-12,categorical,72205885.4
YOG2026050713,双歧杆菌数,待装罐储存温度,4.0,numeric,72205885.4
YOG2026050713,双歧杆菌数,配料糖添加量,7.6,numeric,72205885.4
YOG2026050713,双歧杆菌数,配料蛋白质含量,3.4,numeric,72205885.4
YOG2026050714,双歧杆菌数,发酵时间,7.1,numeric,56849765.9
YOG2026050714,双歧杆菌数,发酵温度,39.8,numeric,56849765.9
YOG2026050714,双歧杆菌数,菌种类型,BB536,categorical,56849765.9
YOG2026050714,双歧杆菌数,待装罐储存温度,5.5,numeric,56849765.9
YOG2026050714,双歧杆菌数,配料糖添加量,6.1,numeric,56849765.9
YOG2026050714,双歧杆菌数,配料蛋白质含量,3.7,numeric,56849765.9
YOG2026050715,双歧杆菌数,发酵时间,7.6,numeric,56722080.1
YOG2026050715,双歧杆菌数,发酵温度,38.3,numeric,56722080.1
YOG2026050715,双歧杆菌数,菌种类型,HN019,categorical,56722080.1
YOG2026050715,双歧杆菌数,待装罐储存温度,3.7,numeric,56722080.1
YOG2026050715,双歧杆菌数,配料糖添加量,7.7,numeric,56722080.1
YOG2026050715,双歧杆菌数,配料蛋白质含量,3.2,numeric,56722080.1
YOG2026050716,双歧杆菌数,发酵时间,6.6,numeric,65196042.9
YOG2026050716,双歧杆菌数,发酵温度,39.1,numeric,65196042.9
YOG2026050716,双歧杆菌数,菌种类型,Bb-12,categorical,65196042.9
YOG2026050716,双歧杆菌数,待装罐储存温度,5.8,numeric,65196042.9
YOG2026050716,双歧杆菌数,配料糖添加量,8.7,numeric,65196042.9
YOG2026050716,双歧杆菌数,配料蛋白质含量,3.8,numeric,65196042.9
YOG2026050717,双歧杆菌数,发酵时间,7.4,numeric,65204064.4
YOG2026050717,双歧杆菌数,发酵温度,39.1,numeric,65204064.4
YOG2026050717,双歧杆菌数,菌种类型,HN019,categorical,65204064.4
YOG2026050717,双歧杆菌数,待装罐储存温度,3.5,numeric,65204064.4
YOG2026050717,双歧杆菌数,配料糖添加量,8.3,numeric,65204064.4
YOG2026050717,双歧杆菌数,配料蛋白质含量,3.3,numeric,65204064.4
YOG2026050718,双歧杆菌数,发酵时间,7.4,numeric,73500722.1
YOG2026050718,双歧杆菌数,发酵温度,39.8,numeric,73500722.1
YOG2026050718,双歧杆菌数,菌种类型,HN019,categorical,73500722.1
YOG2026050718,双歧杆菌数,待装罐储存温度,3.6,numeric,73500722.1
YOG2026050718,双歧杆菌数,配料糖添加量,8.5,numeric,73500722.1
YOG2026050718,双歧杆菌数,配料蛋白质含量,3.6,numeric,73500722.1
YOG2026050719,双歧杆菌数,发酵时间,6.8,numeric,66914769.8
YOG2026050719,双歧杆菌数,发酵温度,40.9,numeric,66914769.8
YOG2026050719,双歧杆菌数,菌种类型,BL21,categorical,66914769.8
YOG2026050719,双歧杆菌数,待装罐储存温度,2.9,numeric,66914769.8
YOG2026050719,双歧杆菌数,配料糖添加量,8.4,numeric,66914769.8
YOG2026050719,双歧杆菌数,配料蛋白质含量,3.6,numeric,66914769.8
YOG2026050720,双歧杆菌数,发酵时间,6.8,numeric,65515506.9
YOG2026050720,双歧杆菌数,发酵温度,40.3,numeric,65515506.9
YOG2026050720,双歧杆菌数,菌种类型,BB536,categorical,65515506.9
YOG2026050720,双歧杆菌数,待装罐储存温度,2.7,numeric,65515506.9
YOG2026050720,双歧杆菌数,配料糖添加量,8.6,numeric,65515506.9
YOG2026050720,双歧杆菌数,配料蛋白质含量,3.5,numeric,65515506.9
YOG2026050801,双歧杆菌数,发酵时间,6.7,numeric,67864045.3
YOG2026050801,双歧杆菌数,发酵温度,40.8,numeric,67864045.3
YOG2026050801,双歧杆菌数,菌种类型,Bb-12,categorical,67864045.3
YOG2026050801,双歧杆菌数,待装罐储存温度,3.3,numeric,67864045.3
YOG2026050801,双歧杆菌数,配料糖添加量,7.0,numeric,67864045.3
YOG2026050801,双歧杆菌数,配料蛋白质含量,3.2,numeric,67864045.3
YOG2026050802,双歧杆菌数,发酵时间,7.3,numeric,55808476.4
YOG2026050802,双歧杆菌数,发酵温度,39.0,numeric,55808476.4
YOG2026050802,双歧杆菌数,菌种类型,BL21,categorical,55808476.4
YOG2026050802,双歧杆菌数,待装罐储存温度,5.8,numeric,55808476.4
YOG2026050802,双歧杆菌数,配料糖添加量,6.5,numeric,55808476.4
YOG2026050802,双歧杆菌数,配料蛋白质含量,3.8,numeric,55808476.4
YOG2026050803,双歧杆菌数,发酵时间,7.1,numeric,79521922.9
YOG2026050803,双歧杆菌数,发酵温度,39.9,numeric,79521922.9
YOG2026050803,双歧杆菌数,菌种类型,Bb-12,categorical,79521922.9
YOG2026050803,双歧杆菌数,待装罐储存温度,3.5,numeric,79521922.9
YOG2026050803,双歧杆菌数,配料糖添加量,8.3,numeric,79521922.9
YOG2026050803,双歧杆菌数,配料蛋白质含量,3.5,numeric,79521922.9
YOG2026050804,双歧杆菌数,发酵时间,7.6,numeric,73427784.3
YOG2026050804,双歧杆菌数,发酵温度,40.1,numeric,73427784.3
YOG2026050804,双歧杆菌数,菌种类型,Bb-12,categorical,73427784.3
YOG2026050804,双歧杆菌数,待装罐储存温度,4.2,numeric,73427784.3
YOG2026050804,双歧杆菌数,配料糖添加量,7.7,numeric,73427784.3
YOG2026050804,双歧杆菌数,配料蛋白质含量,3.5,numeric,73427784.3
YOG2026050805,双歧杆菌数,发酵时间,7.2,numeric,71052884.4
YOG2026050805,双歧杆菌数,发酵温度,38.6,numeric,71052884.4
YOG2026050805,双歧杆菌数,菌种类型,Bb-12,categorical,71052884.4
YOG2026050805,双歧杆菌数,待装罐储存温度,2.7,numeric,71052884.4
YOG2026050805,双歧杆菌数,配料糖添加量,8.5,numeric,71052884.4
YOG2026050805,双歧杆菌数,配料蛋白质含量,3.5,numeric,71052884.4
YOG2026050806,双歧杆菌数,发酵时间,6.9,numeric,73727721.6
YOG2026050806,双歧杆菌数,发酵温度,40.0,numeric,73727721.6
YOG2026050806,双歧杆菌数,菌种类型,Bb-12,categorical,73727721.6
YOG2026050806,双歧杆菌数,待装罐储存温度,4.3,numeric,73727721.6
YOG2026050806,双歧杆菌数,配料糖添加量,7.6,numeric,73727721.6
YOG2026050806,双歧杆菌数,配料蛋白质含量,3.3,numeric,73727721.6
YOG2026050807,双歧杆菌数,发酵时间,7.1,numeric,62453001.7
YOG2026050807,双歧杆菌数,发酵温度,39.2,numeric,62453001.7
YOG2026050807,双歧杆菌数,菌种类型,BL21,categorical,62453001.7
YOG2026050807,双歧杆菌数,待装罐储存温度,4.4,numeric,62453001.7
YOG2026050807,双歧杆菌数,配料糖添加量,6.8,numeric,62453001.7
YOG2026050807,双歧杆菌数,配料蛋白质含量,3.7,numeric,62453001.7
YOG2026050808,双歧杆菌数,发酵时间,7.2,numeric,68810098.3
YOG2026050808,双歧杆菌数,发酵温度,40.2,numeric,68810098.3
YOG2026050808,双歧杆菌数,菌种类型,HN019,categorical,68810098.3
YOG2026050808,双歧杆菌数,待装罐储存温度,5.0,numeric,68810098.3
YOG2026050808,双歧杆菌数,配料糖添加量,9.2,numeric,68810098.3
YOG2026050808,双歧杆菌数,配料蛋白质含量,3.7,numeric,68810098.3
YOG2026050809,双歧杆菌数,发酵时间,6.1,numeric,66410928.0
YOG2026050809,双歧杆菌数,发酵温度,39.0,numeric,66410928.0
YOG2026050809,双歧杆菌数,菌种类型,HN019,categorical,66410928.0
YOG2026050809,双歧杆菌数,待装罐储存温度,3.4,numeric,66410928.0
YOG2026050809,双歧杆菌数,配料糖添加量,8.0,numeric,66410928.0
YOG2026050809,双歧杆菌数,配料蛋白质含量,3.6,numeric,66410928.0
YOG2026050810,双歧杆菌数,发酵时间,6.6,numeric,60817414.9
YOG2026050810,双歧杆菌数,发酵温度,40.1,numeric,60817414.9
YOG2026050810,双歧杆菌数,菌种类型,BB536,categorical,60817414.9
YOG2026050810,双歧杆菌数,待装罐储存温度,3.2,numeric,60817414.9
YOG2026050810,双歧杆菌数,配料糖添加量,7.6,numeric,60817414.9
YOG2026050810,双歧杆菌数,配料蛋白质含量,3.2,numeric,60817414.9
YOG2026050811,双歧杆菌数,发酵时间,6.5,numeric,64166753.6
YOG2026050811,双歧杆菌数,发酵温度,38.9,numeric,64166753.6
YOG2026050811,双歧杆菌数,菌种类型,HN019,categorical,64166753.6
YOG2026050811,双歧杆菌数,待装罐储存温度,3.0,numeric,64166753.6
YOG2026050811,双歧杆菌数,配料糖添加量,8.7,numeric,64166753.6
YOG2026050811,双歧杆菌数,配料蛋白质含量,3.3,numeric,64166753.6
YOG2026050812,双歧杆菌数,发酵时间,8.3,numeric,67658637.3
YOG2026050812,双歧杆菌数,发酵温度,40.4,numeric,67658637.3
YOG2026050812,双歧杆菌数,菌种类型,Bb-12,categorical,67658637.3
YOG2026050812,双歧杆菌数,待装罐储存温度,4.2,numeric,67658637.3
YOG2026050812,双歧杆菌数,配料糖添加量,7.4,numeric,67658637.3
YOG2026050812,双歧杆菌数,配料蛋白质含量,3.6,numeric,67658637.3
YOG2026050813,双歧杆菌数,发酵时间,6.7,numeric,59836338.0
YOG2026050813,双歧杆菌数,发酵温度,40.1,numeric,59836338.0
YOG2026050813,双歧杆菌数,菌种类型,BL21,categorical,59836338.0
YOG2026050813,双歧杆菌数,待装罐储存温度,6.6,numeric,59836338.0
YOG2026050813,双歧杆菌数,配料糖添加量,7.9,numeric,59836338.0
YOG2026050813,双歧杆菌数,配料蛋白质含量,3.7,numeric,59836338.0
YOG2026050814,双歧杆菌数,发酵时间,6.6,numeric,69914061.4
YOG2026050814,双歧杆菌数,发酵温度,40.0,numeric,69914061.4
YOG2026050814,双歧杆菌数,菌种类型,HN019,categorical,69914061.4
YOG2026050814,双歧杆菌数,待装罐储存温度,5.8,numeric,69914061.4
YOG2026050814,双歧杆菌数,配料糖添加量,7.6,numeric,69914061.4
YOG2026050814,双歧杆菌数,配料蛋白质含量,3.9,numeric,69914061.4
YOG2026050815,双歧杆菌数,发酵时间,7.4,numeric,67672878.5
YOG2026050815,双歧杆菌数,发酵温度,39.6,numeric,67672878.5
YOG2026050815,双歧杆菌数,菌种类型,HN019,categorical,67672878.5
YOG2026050815,双歧杆菌数,待装罐储存温度,4.6,numeric,67672878.5
YOG2026050815,双歧杆菌数,配料糖添加量,8.7,numeric,67672878.5
YOG2026050815,双歧杆菌数,配料蛋白质含量,3.6,numeric,67672878.5
YOG2026050816,双歧杆菌数,发酵时间,6.2,numeric,58911029.8
YOG2026050816,双歧杆菌数,发酵温度,39.4,numeric,58911029.8
YOG2026050816,双歧杆菌数,菌种类型,BB536,categorical,58911029.8
YOG2026050816,双歧杆菌数,待装罐储存温度,3.8,numeric,58911029.8
YOG2026050816,双歧杆菌数,配料糖添加量,7.9,numeric,58911029.8
YOG2026050816,双歧杆菌数,配料蛋白质含量,3.6,numeric,58911029.8
YOG2026050817,双歧杆菌数,发酵时间,7.1,numeric,65630756.5
YOG2026050817,双歧杆菌数,发酵温度,38.9,numeric,65630756.5
YOG2026050817,双歧杆菌数,菌种类型,HN019,categorical,65630756.5
YOG2026050817,双歧杆菌数,待装罐储存温度,4.4,numeric,65630756.5
YOG2026050817,双歧杆菌数,配料糖添加量,8.4,numeric,65630756.5
YOG2026050817,双歧杆菌数,配料蛋白质含量,3.6,numeric,65630756.5
YOG2026050818,双歧杆菌数,发酵时间,7.5,numeric,65100000.0
YOG2026050818,双歧杆菌数,发酵温度,40.7,numeric,65100000.0
YOG2026050818,双歧杆菌数,菌种类型,Bb-12,categorical,65100000.0
YOG2026050818,双歧杆菌数,待装罐储存温度,4.5,numeric,65100000.0
YOG2026050818,双歧杆菌数,配料糖添加量,8.0,numeric,65100000.0
YOG2026050818,双歧杆菌数,配料蛋白质含量,3.2,numeric,65100000.0
YOG2026050819,双歧杆菌数,发酵时间,7.2,numeric,62112481.9
YOG2026050819,双歧杆菌数,发酵温度,40.2,numeric,62112481.9
YOG2026050819,双歧杆菌数,菌种类型,BL21,categorical,62112481.9
YOG2026050819,双歧杆菌数,待装罐储存温度,4.3,numeric,62112481.9
YOG2026050819,双歧杆菌数,配料糖添加量,7.1,numeric,62112481.9
YOG2026050819,双歧杆菌数,配料蛋白质含量,3.3,numeric,62112481.9
YOG2026050820,双歧杆菌数,发酵时间,7.5,numeric,73352000.0
YOG2026050820,双歧杆菌数,发酵温度,40.0,numeric,73352000.0
YOG2026050820,双歧杆菌数,菌种类型,Bb-12,categorical,73352000.0
YOG2026050820,双歧杆菌数,待装罐储存温度,4.7,numeric,73352000.0
YOG2026050820,双歧杆菌数,配料糖添加量,8.0,numeric,73352000.0
YOG2026050820,双歧杆菌数,配料蛋白质含量,3.5,numeric,73352000.0
YOG2026050901,双歧杆菌数,发酵时间,7.5,numeric,70842071.0
YOG2026050901,双歧杆菌数,发酵温度,39.6,numeric,70842071.0
YOG2026050901,双歧杆菌数,菌种类型,Bb-12,categorical,70842071.0
YOG2026050901,双歧杆菌数,待装罐储存温度,4.1,numeric,70842071.0
YOG2026050901,双歧杆菌数,配料糖添加量,7.7,numeric,70842071.0
YOG2026050901,双歧杆菌数,配料蛋白质含量,3.4,numeric,70842071.0
YOG2026050902,双歧杆菌数,发酵时间,6.8,numeric,70083902.7
YOG2026050902,双歧杆菌数,发酵温度,40.2,numeric,70083902.7
YOG2026050902,双歧杆菌数,菌种类型,HN019,categorical,70083902.7
YOG2026050902,双歧杆菌数,待装罐储存温度,3.5,numeric,70083902.7
YOG2026050902,双歧杆菌数,配料糖添加量,8.9,numeric,70083902.7
YOG2026050902,双歧杆菌数,配料蛋白质含量,3.3,numeric,70083902.7
YOG2026050903,双歧杆菌数,发酵时间,6.9,numeric,68626397.3
YOG2026050903,双歧杆菌数,发酵温度,39.6,numeric,68626397.3
YOG2026050903,双歧杆菌数,菌种类型,HN019,categorical,68626397.3
YOG2026050903,双歧杆菌数,待装罐储存温度,5.4,numeric,68626397.3
YOG2026050903,双歧杆菌数,配料糖添加量,8.1,numeric,68626397.3
YOG2026050903,双歧杆菌数,配料蛋白质含量,3.7,numeric,68626397.3
YOG2026050904,双歧杆菌数,发酵时间,6.3,numeric,68674323.1
YOG2026050904,双歧杆菌数,发酵温度,40.2,numeric,68674323.1
YOG2026050904,双歧杆菌数,菌种类型,HN019,categorical,68674323.1
YOG2026050904,双歧杆菌数,待装罐储存温度,4.9,numeric,68674323.1
YOG2026050904,双歧杆菌数,配料糖添加量,8.1,numeric,68674323.1
YOG2026050904,双歧杆菌数,配料蛋白质含量,3.7,numeric,68674323.1
YOG2026050905,双歧杆菌数,发酵时间,6.7,numeric,55636376.1
YOG2026050905,双歧杆菌数,发酵温度,41.1,numeric,55636376.1
YOG2026050905,双歧杆菌数,菌种类型,HN019,categorical,55636376.1
YOG2026050905,双歧杆菌数,待装罐储存温度,6.3,numeric,55636376.1
YOG2026050905,双歧杆菌数,配料糖添加量,7.7,numeric,55636376.1
YOG2026050905,双歧杆菌数,配料蛋白质含量,3.4,numeric,55636376.1
YOG2026050906,双歧杆菌数,发酵时间,7.7,numeric,61984390.2
YOG2026050906,双歧杆菌数,发酵温度,41.3,numeric,61984390.2
YOG2026050906,双歧杆菌数,菌种类型,HN019,categorical,61984390.2
YOG2026050906,双歧杆菌数,待装罐储存温度,3.5,numeric,61984390.2
YOG2026050906,双歧杆菌数,配料糖添加量,7.7,numeric,61984390.2
YOG2026050906,双歧杆菌数,配料蛋白质含量,3.4,numeric,61984390.2
YOG2026050907,双歧杆菌数,发酵时间,6.3,numeric,72567038.2
YOG2026050907,双歧杆菌数,发酵温度,39.3,numeric,72567038.2
YOG2026050907,双歧杆菌数,菌种类型,Bb-12,categorical,72567038.2
YOG2026050907,双歧杆菌数,待装罐储存温度,3.0,numeric,72567038.2
YOG2026050907,双歧杆菌数,配料糖添加量,7.5,numeric,72567038.2
YOG2026050907,双歧杆菌数,配料蛋白质含量,3.5,numeric,72567038.2
YOG2026050908,双歧杆菌数,发酵时间,7.1,numeric,68131643.6
YOG2026050908,双歧杆菌数,发酵温度,41.2,numeric,68131643.6
YOG2026050908,双歧杆菌数,菌种类型,HN019,categorical,68131643.6
YOG2026050908,双歧杆菌数,待装罐储存温度,3.0,numeric,68131643.6
YOG2026050908,双歧杆菌数,配料糖添加量,8.7,numeric,68131643.6
YOG2026050908,双歧杆菌数,配料蛋白质含量,3.5,numeric,68131643.6
YOG2026050909,双歧杆菌数,发酵时间,7.0,numeric,69888854.6
YOG2026050909,双歧杆菌数,发酵温度,40.5,numeric,69888854.6
YOG2026050909,双歧杆菌数,菌种类型,BL21,categorical,69888854.6
YOG2026050909,双歧杆菌数,待装罐储存温度,2.9,numeric,69888854.6
YOG2026050909,双歧杆菌数,配料糖添加量,8.3,numeric,69888854.6
YOG2026050909,双歧杆菌数,配料蛋白质含量,3.5,numeric,69888854.6
YOG2026050910,双歧杆菌数,发酵时间,7.2,numeric,56313767.9
YOG2026050910,双歧杆菌数,发酵温度,40.2,numeric,56313767.9
YOG2026050910,双歧杆菌数,菌种类型,BL21,categorical,56313767.9
YOG2026050910,双歧杆菌数,待装罐储存温度,6.5,numeric,56313767.9
YOG2026050910,双歧杆菌数,配料糖添加量,7.6,numeric,56313767.9
YOG2026050910,双歧杆菌数,配料蛋白质含量,3.4,numeric,56313767.9
YOG2026050911,双歧杆菌数,发酵时间,6.7,numeric,79376252.9
YOG2026050911,双歧杆菌数,发酵温度,39.6,numeric,79376252.9
YOG2026050911,双歧杆菌数,菌种类型,Bb-12,categorical,79376252.9
YOG2026050911,双歧杆菌数,待装罐储存温度,3.4,numeric,79376252.9
YOG2026050911,双歧杆菌数,配料糖添加量,8.8,numeric,79376252.9
YOG2026050911,双歧杆菌数,配料蛋白质含量,3.8,numeric,79376252.9
YOG2026050912,双歧杆菌数,发酵时间,6.7,numeric,67090940.3
YOG2026050912,双歧杆菌数,发酵温度,39.3,numeric,67090940.3
YOG2026050912,双歧杆菌数,菌种类型,HN019,categorical,67090940.3
YOG2026050912,双歧杆菌数,待装罐储存温度,4.5,numeric,67090940.3
YOG2026050912,双歧杆菌数,配料糖添加量,7.6,numeric,67090940.3
YOG2026050912,双歧杆菌数,配料蛋白质含量,3.6,numeric,67090940.3
YOG2026050913,双歧杆菌数,发酵时间,7.1,numeric,52784504.1
YOG2026050913,双歧杆菌数,发酵温度,38.8,numeric,52784504.1
YOG2026050913,双歧杆菌数,菌种类型,BL21,categorical,52784504.1
YOG2026050913,双歧杆菌数,待装罐储存温度,5.5,numeric,52784504.1
YOG2026050913,双歧杆菌数,配料糖添加量,9.3,numeric,52784504.1
YOG2026050913,双歧杆菌数,配料蛋白质含量,3.4,numeric,52784504.1
YOG2026050914,双歧杆菌数,发酵时间,6.8,numeric,79859075.9
YOG2026050914,双歧杆菌数,发酵温度,40.2,numeric,79859075.9
YOG2026050914,双歧杆菌数,菌种类型,Bb-12,categorical,79859075.9
YOG2026050914,双歧杆菌数,待装罐储存温度,4.3,numeric,79859075.9
YOG2026050914,双歧杆菌数,配料糖添加量,8.5,numeric,79859075.9
YOG2026050914,双歧杆菌数,配料蛋白质含量,3.9,numeric,79859075.9
YOG2026050915,双歧杆菌数,发酵时间,6.9,numeric,78699524.7
YOG2026050915,双歧杆菌数,发酵温度,39.4,numeric,78699524.7
YOG2026050915,双歧杆菌数,菌种类型,Bb-12,categorical,78699524.7
